SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	UNION	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	BIES	RECONSTY	RECONSTF	SMEMPUP	ISMEMPUP	SFTEPUP	ISFTEPUP	SFLE	ISFLE	SPFEMALE	ISPFEMALE	SPWHITE	ISPWHITE	SPELM	ISPELM	FTE	GSLO	GSHI	PKOFFRD	KGOFFRD	G01OFFRD	G02OFFRD	G03OFFRD	G04OFFRD	G05OFFRD	G06OFFRD	G07OFFRD	G08OFFRD	G09OFFRD	G10OFFRD	G11OFFRD	G12OFFRD	UGOFFRD	LEVEL	TITLEISTAT	TITLEI	STITLI	MAGNET	CHARTR	SHARED	FRELCH	REDLCH	TOTFRL	PK	AMPKM	AMPKF	ASPKM	ASPKF	HIPKM	HIPKF	BLPKM	BLPKF	WHPKM	WHPKF	HPPKM	HPPKF	TRPKM	TRPKF	KG	AMKGM	AMKGF	ASKGM	ASKGF	HIKGM	HIKGF	BLKGM	BLKGF	WHKGM	WHKGF	HPKGM	HPKGF	TRKGM	TRKGF	G01	AM01M	AM01F	AS01M	AS01F	HI01M	HI01F	BL01M	BL01F	WH01M	WH01F	HP01M	HP01F	TR01M	TR01F	G02	AM02M	AM02F	AS02M	AS02F	HI02M	HI02F	BL02M	BL02F	WH02M	WH02F	HP02M	HP02F	TR02M	TR02F	G03	AM03M	AM03F	AS03M	AS03F	HI03M	HI03F	BL03M	BL03F	WH03M	WH03F	HP03M	HP03F	TR03M	TR03F	G04	AM04M	AM04F	AS04M	AS04F	HI04M	HI04F	BL04M	BL04F	WH04M	WH04F	HP04M	HP04F	TR04M	TR04F	G05	AM05M	AM05F	AS05M	AS05F	HI05M	HI05F	BL05M	BL05F	WH05M	WH05F	HP05M	HP05F	TR05M	TR05F	G06	AM06M	AM06F	AS06M	AS06F	HI06M	HI06F	BL06M	BL06F	WH06M	WH06F	HP06M	HP06F	TR06M	TR06F	G07	AM07M	AM07F	AS07M	AS07F	HI07M	HI07F	BL07M	BL07F	WH07M	WH07F	HP07M	HP07F	TR07M	TR07F	G08	AM08M	AM08F	AS08M	AS08F	HI08M	HI08F	BL08M	BL08F	WH08M	WH08F	HP08M	HP08F	TR08M	TR08F	G09	AM09M	AM09F	AS09M	AS09F	HI09M	HI09F	BL09M	BL09F	WH09M	WH09F	HP09M	HP09F	TR09M	TR09F	G10	AM10M	AM10F	AS10M	AS10F	HI10M	HI10F	BL10M	BL10F	WH10M	WH10F	HP10M	HP10F	TR10M	TR10F	G11	AM11M	AM11F	AS11M	AS11F	HI11M	HI11F	BL11M	BL11F	WH11M	WH11F	HP11M	HP11F	TR11M	TR11F	G12	AM12M	AM12F	AS12M	AS12F	HI12M	HI12F	BL12M	BL12F	WH12M	WH12F	HP12M	HP12F	TR12M	TR12F	UG	AMUGM	AMUGF	ASUGM	ASUGF	HIUGM	HIUGF	BLUGM	BLUGF	WHUGM	WHUGF	HPUGM	HPUGF	TRUGM	TRUGF	MEMBER	AM	AMALM	AMALF	ASIAN	ASALM	ASALF	HISP	HIALM	HIALF	BLACK	BLALM	BLALF	WHITE	WHALM	WHALF	PACIFIC	HPALM	HPALF	TR	TRALM	TRALF	TOTETH	VIRTUALSTAT	NSLPSTATUS	CHARTAUTH1	CHARTAUTH2
2013	240009000213	24	2400090	00213	30	300212	BALTIMORE CITY PUBLIC SCHOOLS	GARRETT HEIGHTS ELEMENTARY	4103966361	2800 AILSA AVE	BALTIMORE	MD	21214	2521	2800 AILSA AVE	BALTIMORE	MD	21214	2521	1	1	000	11	39.349400	-76.569700	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	22.00	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	1	1	2	2	2	291	25	316	60	0	0	0	0	0	0	22	30	3	4	1	0	0	0	65	1	0	0	0	1	0	26	30	5	2	0	0	0	0	33	0	0	0	0	0	0	14	18	0	0	0	1	0	0	31	0	0	0	0	0	1	16	13	1	0	0	0	0	0	29	0	0	0	1	0	0	11	16	0	0	0	0	1	0	26	0	0	2	0	1	0	11	9	2	1	0	0	0	0	36	0	0	0	0	1	0	20	9	4	2	0	0	0	0	38	0	0	0	1	0	0	19	16	1	1	0	0	0	0	28	0	0	0	0	2	0	13	11	1	1	0	0	0	0	49	0	0	0	0	0	0	22	24	3	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	395	1	1	0	4	2	2	6	5	1	350	174	176	31	20	11	2	1	1	1	1	0	395	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000215	24	2400090	00215	30	300023	BALTIMORE CITY PUBLIC SCHOOLS	WOLFE STREET ACADEMY	4103969140	245 S WOLFE ST	BALTIMORE	MD	21231	2622	245 SOUTH WOLFE ST	BALTIMORE	MD	21231	2622	1	1	000	11	39.288000	-76.589900	24510	BALTIMORE CITY	2403	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	17.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	1	2	188	7	195	22	0	0	1	0	7	10	1	2	1	0	0	0	0	0	35	0	0	0	0	13	18	2	0	0	2	0	0	0	0	35	0	0	0	1	10	18	2	0	3	1	0	0	0	0	37	0	0	1	1	11	18	1	1	2	2	0	0	0	0	32	0	0	0	1	11	12	2	1	1	4	0	0	0	0	27	0	0	1	0	7	12	2	1	2	2	0	0	0	0	17	2	0	0	0	5	5	1	1	1	2	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	205	2	2	0	6	3	3	157	64	93	17	11	6	23	10	13	0	0	0	0	0	0	205	VIRTUALNO	NSLPWOPRO	2400090	M
2013	240009000219	24	2400090	00219	30	300177	BALTIMORE CITY PUBLIC SCHOOLS	GEORGE W. F. MCMECHEN	4103960980	4411 GARRISON BLVD	BALTIMORE	MD	21215	5624	4411 GARRISON BLVD	BALTIMORE	MD	21215	5624	2	1	000	11	39.337400	-76.683500	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	25.00	09	12	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	3	4	1	1	2	2	2	61	7	68	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	6	1	0	0	0	0	0	0	11	0	0	0	0	0	0	3	8	0	0	0	0	0	0	61	0	0	2	0	1	0	36	21	1	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	81	0	0	0	2	2	0	2	1	1	76	45	31	1	1	0	0	0	0	0	0	0	81	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000220	24	2400090	00220	30	300022	BALTIMORE CITY PUBLIC SCHOOLS	GEORGE WASHINGTON ELEMENTARY	4103961445	800 SCOTT ST	BALTIMORE	MD	21230	2510	800 SCOTT ST	BALTIMORE	MD	21230	2510	1	1	000	11	39.281100	-76.629200	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	16.50	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	273	11	284	46	0	0	0	0	0	2	19	18	2	1	0	0	3	1	46	0	0	0	0	1	0	21	18	1	1	0	0	3	1	48	0	0	0	0	2	0	18	22	3	1	0	1	0	1	45	0	0	0	0	0	0	23	16	3	2	0	0	0	1	42	0	0	0	0	1	0	19	19	2	1	0	0	0	0	35	0	0	0	0	1	0	17	15	0	2	0	0	0	0	40	0	0	0	0	0	0	17	18	2	3	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	302	0	0	0	0	0	0	7	5	2	260	134	126	24	13	11	1	0	1	10	6	4	302	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000221	24	2400090	00221	30	300107	BALTIMORE CITY PUBLIC SCHOOLS	GILMOR ELEMENTARY	4103960820	1311 N GILMOR ST	BALTIMORE	MD	21217	7000	1311 NORTH GILMOR ST	BALTIMORE	MD	21217	7000	1	1	000	11	39.304200	-76.642900	24510	BALTIMORE CITY	2407	2	2011	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	19.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	361	3	364	46	0	0	0	0	0	1	17	28	0	0	0	0	0	0	56	0	0	0	0	1	0	28	27	0	0	0	0	0	0	65	0	0	0	0	1	0	33	31	0	0	0	0	0	0	50	0	0	0	0	0	0	23	26	0	0	0	0	0	1	43	0	0	0	0	0	0	20	23	0	0	0	0	0	0	51	0	0	0	0	0	0	23	26	2	0	0	0	0	0	56	0	0	0	0	0	0	20	36	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	367	0	0	0	0	0	0	3	2	1	361	164	197	2	2	0	0	0	0	1	0	1	367	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000222	24	2400090	00222	30	300235	BALTIMORE CITY PUBLIC SCHOOLS	GLENMOUNT ELEMENTARY/MIDDLE	4103966366	6211 WALTHER AVE	BALTIMORE	MD	21206	4000	6211 WALTHER AVE	BALTIMORE	MD	21206	4000	1	1	000	11	39.352400	-76.541200	24510	BALTIMORE CITY	2402	2	2011	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	31.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	423	52	475	43	0	0	0	0	0	2	15	24	0	1	0	0	0	1	45	0	0	0	0	0	0	20	22	1	2	0	0	0	0	53	0	0	0	1	0	0	30	20	2	0	0	0	0	0	55	0	0	0	0	0	2	15	33	3	1	1	0	0	0	46	0	0	0	0	2	0	19	19	3	3	0	0	0	0	52	0	0	1	0	2	2	22	23	1	1	0	0	0	0	39	0	0	0	0	0	0	19	17	1	2	0	0	0	0	66	1	0	0	0	0	0	35	27	3	0	0	0	0	0	76	0	0	1	0	0	1	47	23	1	3	0	0	0	0	63	0	0	1	1	1	1	30	26	2	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	538	1	1	0	5	3	2	13	5	8	486	252	234	31	17	14	1	1	0	1	0	1	538	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000223	24	2400090	00223	30	300213	BALTIMORE CITY PUBLIC SCHOOLS	GOVANS ELEMENTARY	4103966396	5801 YORK RD	BALTIMORE	MD	21212	3608	5801 YORK RD	BALTIMORE	MD	21212	3608	1	1	000	11	39.360700	-76.607800	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	23.50	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	337	29	366	45	0	0	0	0	0	0	20	24	1	0	0	0	0	0	66	0	0	0	0	1	1	28	35	0	0	0	0	0	1	59	0	0	0	0	3	1	31	24	0	0	0	0	0	0	50	0	0	0	0	1	1	21	26	0	1	0	0	0	0	48	0	0	0	0	0	1	27	20	0	0	0	0	0	0	66	0	0	0	0	1	0	33	30	1	0	0	0	0	1	51	0	0	0	0	1	0	29	19	1	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	385	0	0	0	0	0	0	11	7	4	367	189	178	5	3	2	0	0	0	2	0	2	385	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000224	24	2400090	00224	30	300240	BALTIMORE CITY PUBLIC SCHOOLS	GRACELAND PARK/O'DONNEL HEIGHTS ELEMENTARY	4103969083	6300 O'DONNELL ST	BALTIMORE	MD	21224	3661	6300 O'DONNELL ST	BALTIMORE	MD	21224	3661	1	1	000	11	39.282300	-76.540000	24510	BALTIMORE CITY	2402	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	23.00	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	366	19	385	41	0	0	0	0	8	11	12	8	1	1	0	0	0	0	56	0	1	0	0	14	19	12	8	1	1	0	0	0	0	64	0	0	0	0	13	15	7	19	5	5	0	0	0	0	42	0	0	1	0	3	13	5	12	6	1	1	0	0	0	44	0	0	0	1	11	8	14	7	1	2	0	0	0	0	33	0	0	0	0	11	6	5	8	1	2	0	0	0	0	38	0	0	1	0	7	6	5	12	4	3	0	0	0	0	33	0	0	0	0	3	6	8	7	3	6	0	0	0	0	33	0	0	1	1	6	5	8	8	1	3	0	0	0	0	25	0	0	0	0	5	3	5	9	2	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	409	1	0	1	5	3	2	173	81	92	179	81	98	50	25	25	1	1	0	0	0	0	409	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000226	24	2400090	00226	30	300224	BALTIMORE CITY PUBLIC SCHOOLS	GROVE PARK ELEMENTARY	4103960822	5545 KENNISON AVE	BALTIMORE	MD	21215	4234	5545 KENNISON AVE	BALTIMORE	MD	21215	4234	1	1	000	11	39.341900	-76.699400	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	19.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	296	24	320	20	0	0	0	0	0	0	9	11	0	0	0	0	0	0	37	0	0	0	0	1	1	16	19	0	0	0	0	0	0	42	1	0	0	0	0	0	20	21	0	0	0	0	0	0	33	0	0	0	0	0	0	20	13	0	0	0	0	0	0	34	0	0	0	0	0	0	20	13	0	1	0	0	0	0	34	0	1	0	0	0	1	13	19	0	0	0	0	0	0	30	0	1	0	0	1	1	14	13	0	0	0	0	0	0	29	0	0	0	0	0	1	14	14	0	0	0	0	0	0	34	0	0	0	0	0	0	15	19	0	0	0	0	0	0	47	0	0	0	0	0	0	26	21	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	340	3	1	2	0	0	0	6	2	4	330	167	163	1	0	1	0	0	0	0	0	0	340	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000228	24	2400090	00228	30	300042	BALTIMORE CITY PUBLIC SCHOOLS	GARRISON MIDDLE	4103960735	3910 BARRINGTON RD	BALTIMORE	MD	21207	7699	3910 BARRINGTON RD	BALTIMORE	MD	21207	7699	1	2	000	11	39.332200	-76.684400	24510	BALTIMORE CITY	2407	2	2013	1	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	-2.00	06	08	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	N	N	N	N	2	2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	VIRTUALNO	M	N	N
2013	240009000229	24	2400090	00229	30	300060	BALTIMORE CITY PUBLIC SCHOOLS	GWYNNS FALLS ELEMENTARY	4103960638	2700 GWYNNS FALLS PKY	BALTIMORE	MD	21216	2920	2700 GWYNNS FALLS PKY	BALTIMORE	MD	21216	2920	1	1	000	11	39.315200	-76.663300	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	27.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	384	26	410	42	0	0	0	0	0	0	23	19	0	0	0	0	0	0	74	0	0	0	0	2	2	38	32	0	0	0	0	0	0	70	0	0	0	0	2	1	34	32	1	0	0	0	0	0	68	0	0	0	0	0	0	31	36	1	0	0	0	0	0	64	0	1	0	0	1	0	28	33	0	0	0	0	1	0	63	0	0	0	0	0	0	30	33	0	0	0	0	0	0	57	0	0	0	0	0	0	30	27	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	438	1	0	1	0	0	0	8	5	3	426	214	212	2	2	0	0	0	0	1	1	0	438	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000231	24	2400090	00231	30	300236	BALTIMORE CITY PUBLIC SCHOOLS	HAMILTON ELEMENTARY/MIDDLE	4103966375	6101 OLD HARFORD RD	BALTIMORE	MD	21214	4000	6101 OLD HARFORD RD	BALTIMORE	MD	21214	4000	1	1	000	11	39.359800	-76.557700	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	43.00	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	1	1	2	2	2	525	75	600	46	0	0	0	0	0	0	13	29	2	1	0	0	1	0	60	0	0	0	1	1	1	24	25	4	2	0	0	1	1	73	0	0	1	0	1	1	22	34	6	7	0	0	1	0	76	0	0	0	0	4	1	28	33	5	3	1	0	1	0	65	0	0	0	1	2	3	30	22	3	3	0	1	0	0	60	0	0	0	0	4	0	24	24	3	5	0	0	0	0	62	0	0	0	1	0	0	34	22	2	2	0	0	1	0	96	0	0	0	0	1	1	44	39	3	6	0	0	1	1	111	0	1	0	0	3	1	42	53	6	4	0	0	1	0	96	0	0	1	0	1	0	38	41	8	4	0	0	1	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	745	1	0	1	5	2	3	25	17	8	621	299	322	79	42	37	2	1	1	12	8	4	745	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000233	24	2400090	00233	30	300055	BALTIMORE CITY PUBLIC SCHOOLS	HAMPDEN	4103966004	3608 CHESTNUT AVE	BALTIMORE	MD	21211	2529	3608 CHESTNUT AVE	BALTIMORE	MD	21211	2529	1	1	000	11	39.332100	-76.630000	24510	BALTIMORE CITY	2403	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	18.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	236	29	265	21	0	0	0	0	1	0	4	1	8	7	0	0	0	0	26	0	0	2	0	1	0	3	2	8	10	0	0	0	0	36	0	0	0	1	0	0	5	5	11	14	0	0	0	0	39	0	0	1	0	0	0	2	2	14	17	0	0	2	1	31	0	0	0	1	2	1	5	3	8	11	0	0	0	0	42	0	0	0	0	0	1	4	7	18	12	0	0	0	0	40	0	1	1	0	0	1	1	8	8	20	0	0	0	0	32	0	0	0	0	0	0	7	1	7	17	0	0	0	0	33	1	0	0	1	0	2	2	7	12	8	0	0	0	0	36	0	0	0	0	1	1	3	2	12	16	0	1	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	336	2	1	1	7	4	3	11	5	6	74	36	38	238	106	132	1	0	1	3	2	1	336	VIRTUALNO	NSLPWOPRO	N	N
